emissions,reading_date
0.157236,2025-12-30
0.005030,2026-02-06
0.304802,2025-12-22
0.438767,2025-09-03
0.365054,2025-09-08
0.088917,2026-01-24
0.485017,2025-11-28
0.276730,2025-12-27
0.156195,2026-01-03
0.029920,2025-08-23
0.415899,2025-11-21
0.091084,2025-09-28
0.453637,2025-12-14
0.180554,2025-12-04
0.237036,2025-08-31
0.419049,2025-12-05
0.331414,2026-01-16
0.156076,2026-01-27
0.481727,2025-09-06
0.271340,2026-02-05
0.349058,2025-12-29
0.195662,2026-02-07
0.039502,2025-11-27
0.396848,2025-09-24
0.133254,2025-12-02
0.231143,2025-11-06
0.436862,2025-11-28
0.050685,2025-11-27
0.396601,2026-01-29
0.380083,2025-09-12
0.162469,2026-02-11
0.073231,2025-08-18
0.336456,2025-11-03
0.333521,2025-10-06
0.304303,2025-11-14
0.034096,2025-11-19
0.313673,2025-10-15
0.127971,2025-11-05
0.146541,2025-10-08
0.001328,2025-12-28
0.229405,2025-10-07
0.449548,2025-08-22
0.365304,2026-01-02
0.228345,2026-01-31
0.104127,2026-02-08
0.482351,2026-01-27
0.335128,2025-12-16
0.286459,2025-09-24
0.376266,2025-10-11
0.360090,2025-11-29
0.181944,2025-08-18
0.295068,2025-09-15
0.342864,2025-11-06
0.428933,2026-01-12
0.493864,2025-08-20
0.336673,2026-01-13
0.422853,2026-02-02
0.039679,2025-08-23
0.361776,2025-12-28
0.428883,2025-10-26
0.358309,2025-11-15
0.490595,2025-09-24
0.436779,2026-01-25
0.131844,2025-12-09
0.242863,2026-01-24
0.071897,2025-10-21
0.410559,2025-09-02
0.401349,2025-11-23
0.087861,2026-02-02
0.003840,2025-11-25
0.373609,2026-01-11
0.220948,2026-01-08
0.117645,2025-11-09
0.074569,2025-12-06
0.149059,2026-01-22
0.061426,2026-01-18
0.472386,2026-01-20
0.331372,2025-11-06
0.319578,2025-11-16
0.041032,2026-01-09
0.306988,2026-02-05
0.451547,2026-02-08
0.492258,2026-01-09
0.109619,2026-01-05
0.222264,2025-09-24
0.459774,2025-09-17
0.194321,2025-11-27
0.053841,2025-11-07
0.158568,2025-10-22
0.393505,2025-09-19
0.053622,2025-09-29
0.174935,2025-10-17
0.397337,2025-08-31
0.483428,2025-12-23
0.443944,2025-08-26
0.339631,2026-01-11
0.094462,2025-09-04
0.410177,2026-01-28
0.110339,2025-09-14
0.005730,2025-09-03
0.479630,2025-09-12
0.182651,2026-01-13
0.353047,2025-09-25
0.235089,2025-12-20
0.448772,2025-09-16
0.466535,2025-11-08
0.122712,2025-12-26
0.423234,2025-12-24
0.460925,2026-02-04
0.467212,2026-01-18
0.150701,2025-11-28
0.497468,2025-10-18
0.085891,2025-11-09
0.149699,2026-02-05
0.300101,2025-09-30
0.139869,2026-02-09
0.171344,2025-11-21
0.248134,2025-12-06
0.378461,2025-11-05
0.382381,2025-12-22
0.265579,2025-10-01
0.483018,2025-11-18
0.120259,2026-02-02
0.262471,2025-11-24
0.302774,2026-01-17
0.265175,2026-02-03
0.392410,2025-09-28
0.215012,2025-11-07
0.399432,2025-10-25
0.468526,2025-10-17
0.198526,2026-01-21
0.331124,2025-08-25
0.082544,2025-09-05
0.089144,2025-12-07
0.485249,2025-11-03
0.183692,2025-11-04
0.097817,2026-02-02
0.014361,2026-01-12
0.395091,2026-01-19
0.118949,2025-12-14
0.335378,2026-01-23
0.354425,2025-10-03
0.073436,2026-02-09
0.142057,2026-01-26
0.084460,2025-09-10
0.015018,2025-10-13
0.368128,2025-10-19
0.392367,2026-01-30
0.337491,2025-09-15
0.377725,2025-09-21
0.267474,2025-10-04
0.262647,2025-09-02
0.414280,2025-12-04
0.110774,2025-12-24
0.342315,2025-11-30
0.341735,2025-09-29
0.092655,2025-09-23
0.063496,2025-09-27
0.497228,2025-09-02
0.267492,2026-01-20
0.340929,2025-11-09
0.086543,2025-11-03
0.367661,2025-09-19
0.338065,2025-12-09
0.313634,2025-12-06
0.350767,2025-11-30
0.054551,2025-11-18
0.269807,2025-09-13
0.004443,2025-10-14
0.137581,2025-08-19
0.301951,2025-11-09
0.203677,2025-11-03
0.098666,2026-01-01
0.436690,2025-10-12
0.089417,2025-11-17
0.143594,2026-01-28
0.179741,2025-09-19
0.000703,2025-09-28
0.100198,2025-09-20
0.119358,2025-08-24
0.382016,2025-11-23
0.254103,2025-09-08
0.418765,2025-11-02
0.370158,2025-11-05
0.480481,2025-10-14
0.209017,2025-08-25
0.189448,2025-11-13
0.354932,2026-01-02
0.495406,2026-02-07
0.281977,2025-12-30
0.284300,2025-11-13
0.483469,2025-08-27
0.145257,2025-09-11
0.296698,2025-11-08
0.498643,2025-11-22
0.094183,2026-01-06
0.144114,2026-01-28
0.329112,2025-11-07
0.218352,2025-11-21
0.078255,2026-02-11
0.189297,2025-09-24
0.155976,2025-11-06
0.268414,2025-10-05
0.194001,2025-11-18
0.394541,2025-12-30
0.378477,2025-09-26
0.164232,2025-09-25
0.295016,2025-12-09
0.305740,2025-09-13
0.366322,2025-08-31
0.008267,2025-10-29
0.488783,2026-02-01
0.399836,2025-11-02
0.309382,2025-09-21
0.111669,2025-08-26
0.049837,2025-12-05
0.094744,2025-11-22
0.031239,2025-11-11
0.418607,2025-12-23
0.156647,2026-01-15
0.022728,2025-11-14
0.302625,2026-01-14
0.360802,2025-09-16
0.214355,2025-09-03
0.058614,2025-12-17
0.470485,2025-09-11
0.181478,2025-12-29
0.243619,2025-11-26
0.136369,2025-10-04
0.390761,2025-10-24
0.066621,2025-09-15
0.355641,2026-01-26
0.056593,2025-11-03
0.389574,2025-12-05
0.032325,2026-01-22
0.343404,2025-11-09
0.367681,2025-09-30
0.425944,2025-09-02
0.369257,2025-12-09
0.434416,2026-01-18
0.493140,2025-11-18
0.008874,2025-10-19
0.341453,2025-12-05
0.097090,2026-01-02
0.062049,2025-12-11
0.351621,2026-01-10
0.075586,2025-12-02
0.402447,2025-12-07
0.235323,2025-11-09
0.158058,2026-01-01
0.274880,2025-12-27
0.200724,2025-09-17
0.284783,2025-12-28
0.069359,2025-11-28
0.164998,2026-01-03
0.131843,2025-12-08
0.053320,2025-10-29
0.306935,2026-01-30
0.246519,2026-01-06
0.362973,2025-08-26
0.308197,2025-11-16
0.167541,2025-09-22
0.027574,2025-09-11
0.450747,2025-10-20
0.449535,2025-09-25
0.340082,2025-11-28
0.011385,2025-12-16
0.204238,2025-08-18
0.356662,2025-09-14
0.025183,2025-12-17
0.042569,2025-12-17
0.102645,2025-09-18
0.058921,2026-01-04
0.193051,2026-02-06
0.230797,2025-09-13
0.274319,2025-10-26
0.101249,2025-11-19
0.461667,2025-12-03
0.018632,2025-11-11
0.387582,2025-12-08
0.027864,2025-12-18
0.261285,2025-09-03
0.477078,2025-10-29
0.327501,2026-01-02
0.187519,2025-08-30
0.130952,2025-11-02
0.250222,2025-12-29
0.255166,2025-09-09
0.164835,2025-10-03
0.284954,2025-08-19
0.044964,2026-01-19
0.020567,2025-08-31
0.449465,2026-01-17
0.194566,2026-01-21
0.277189,2025-09-06
0.199695,2025-11-25
0.348593,2025-10-10
0.134764,2025-08-22
0.154876,2026-01-21
0.152028,2026-01-02
0.281367,2025-09-17
0.152335,2025-10-16
0.171052,2026-02-11
0.257789,2025-10-26
0.028900,2025-10-20
0.380472,2025-11-24
0.359813,2025-10-11
0.035067,2025-12-31
0.365425,2025-08-31
0.457306,2025-09-13
0.354281,2025-11-19
0.329000,2025-11-04
0.319793,2025-10-05
0.310511,2025-11-09
0.065049,2026-02-10
0.283880,2025-10-06
0.246198,2025-09-01
0.155618,2025-09-12
0.184127,2025-10-14
0.261297,2025-09-12
0.270098,2025-11-05
0.183688,2025-11-03
0.146586,2026-01-23
0.051702,2025-12-03
0.091812,2025-10-15
0.068913,2025-11-05
0.314093,2025-09-20
0.444608,2025-12-25
0.249639,2025-11-29
0.467214,2025-11-21
0.100917,2025-12-08
0.159827,2025-11-04
0.015109,2026-02-01
0.496862,2025-11-28
0.174779,2025-12-02
0.241579,2026-01-07
0.437910,2026-02-08
0.037622,2026-02-10
0.163507,2025-09-13
0.086252,2025-12-26
0.060616,2025-10-06
0.034991,2025-10-24
0.112139,2025-08-28
0.323472,2025-09-05
0.142414,2025-10-12
0.171909,2025-09-02
0.295962,2025-11-26
0.271403,2025-12-30
0.407057,2025-09-02
0.473387,2025-12-22
0.260131,2025-09-09
0.004168,2025-10-06
0.271556,2025-10-13
0.200687,2026-01-12
0.191850,2026-01-20
0.438492,2025-09-01
0.304649,2025-09-17
0.443558,2025-11-17
0.241497,2026-02-12
0.265614,2025-11-09
0.470926,2026-02-01
0.003748,2025-12-25
0.227557,2025-11-07
0.281946,2025-11-20
0.380600,2025-09-04
0.215866,2026-01-09
0.309356,2025-12-31
0.180546,2026-01-08
0.332039,2025-12-02
0.399551,2025-10-29
0.177435,2025-09-17
0.463530,2025-10-04
0.228834,2025-12-26
0.171649,2025-12-20
0.422886,2025-09-06
0.114249,2025-11-21
0.283146,2025-12-21
0.328616,2026-01-17
0.247927,2025-11-24
0.142845,2025-09-09
0.416092,2026-01-11
0.417824,2025-12-12
0.007784,2025-09-17
0.154907,2025-10-19
0.351877,2025-08-19
0.310605,2025-12-30
0.139709,2025-12-23
0.310036,2025-10-07
0.350054,2025-10-24
0.475302,2025-08-21
0.211883,2025-10-18
0.059191,2026-01-15
0.313730,2025-12-09
0.108629,2026-01-13
0.127944,2025-12-24
0.226814,2026-01-18
0.380220,2026-01-16
0.473001,2025-12-15
0.327278,2025-09-20
0.248688,2025-08-31
0.209284,2026-02-09
0.346079,2025-09-11
0.233777,2025-09-08
0.404451,2025-11-03
0.495615,2025-12-23
0.229870,2025-10-26
0.439380,2026-02-05
0.136493,2025-09-08
0.365104,2025-10-22
0.264370,2026-01-20
0.166726,2025-11-27
0.327324,2025-12-10
0.167314,2026-01-01
0.423524,2025-11-06
0.407756,2025-09-23
0.015267,2025-09-09
0.226458,2025-09-17
0.059967,2026-01-05
0.246226,2026-01-11
0.372989,2026-02-02
0.043590,2026-01-15
0.489509,2025-11-12
0.368337,2025-11-16
0.211047,2025-12-18
0.221851,2026-01-18
0.026936,2025-09-10
0.216795,2025-12-08
0.487015,2025-10-26
0.407348,2025-12-22
0.484229,2025-10-28
0.426912,2026-01-13
0.444210,2025-08-29
0.317976,2025-09-14
0.034532,2026-02-07
0.294070,2025-12-29
0.167398,2026-02-11
0.200244,2025-10-20
0.300039,2025-10-09
0.076923,2026-01-26
0.253747,2025-11-14
0.177577,2026-02-11
0.122362,2025-11-09
0.249737,2025-10-24
0.332795,2025-11-29
0.161290,2025-08-17
0.358937,2026-01-21
0.290668,2025-08-29
0.370873,2025-12-04
0.443740,2025-10-15
0.294572,2025-11-19
0.327657,2025-11-30
0.043433,2026-01-07
0.431761,2025-11-30
0.003204,2025-10-07
0.037369,2025-09-29
0.396653,2025-09-23
0.389130,2025-10-29
0.189794,2025-10-21
0.174825,2025-10-16
0.264868,2025-10-27
0.434711,2025-12-12
0.136851,2025-08-22
0.109360,2025-12-01
0.143494,2025-10-02
0.260143,2025-11-26
0.304669,2025-11-28
0.494697,2025-09-11
0.140383,2025-08-31
0.337431,2025-11-13
0.022796,2026-01-08
0.477435,2025-10-04
0.357694,2026-01-06
0.391812,2026-01-22
0.148421,2025-12-12
0.296027,2025-09-14
0.413367,2026-01-30
0.388487,2025-08-31
0.335493,2025-09-18
0.220759,2026-02-08
0.185764,2026-01-26
0.118845,2025-10-08
0.102715,2025-10-25
0.437020,2026-01-22
0.353803,2025-12-17
0.287599,2025-11-30
0.223268,2025-08-30
0.039264,2026-02-01
0.389700,2025-12-23
0.333471,2025-09-23
0.291826,2025-11-13
0.092577,2025-10-23
0.254486,2025-09-30
0.484475,2025-10-04
0.286934,2025-10-29
0.187956,2025-11-16
0.130211,2026-02-07
0.460197,2025-08-31
0.065282,2025-12-12
0.329390,2025-08-22
0.209006,2025-11-14
0.434871,2025-09-25
0.029983,2025-08-25
0.285495,2025-10-21
0.121060,2025-10-27
0.455946,2025-09-23
0.096706,2025-11-17
0.324521,2025-12-28
0.382625,2025-08-27
0.257809,2025-12-16
0.050196,2025-09-01
0.360037,2025-10-17
0.070402,2025-09-05
0.335830,2025-12-13
0.384796,2025-10-05
0.273630,2025-08-23
0.450891,2025-10-10
0.007428,2025-10-18
0.082228,2026-01-09
0.297610,2026-01-17
0.277788,2025-08-20
0.198615,2025-12-17
0.464650,2025-12-28
0.007848,2026-01-05
0.084159,2026-01-05
0.484748,2025-09-25
0.109945,2026-01-07
0.399498,2025-12-27
0.124114,2026-01-21
0.062634,2025-11-18
0.253863,2025-08-31
0.118067,2026-01-21
0.311052,2025-08-26
0.421176,2025-12-04
0.327792,2025-11-02
0.469751,2025-11-27
0.118309,2025-12-08
0.246155,2025-09-01
0.052438,2025-09-02
0.319448,2025-09-24
0.406592,2025-11-03
0.212846,2026-01-01
0.157037,2025-09-26
0.443998,2026-01-26
0.321589,2026-01-07
0.090240,2025-12-21
0.034841,2025-09-02
0.151093,2025-11-26
0.213943,2025-12-16
0.168476,2026-01-25
0.464537,2026-02-09
0.066109,2026-01-06
0.415376,2025-11-09
0.054284,2025-10-15
0.372883,2025-11-25
0.067103,2026-01-28
0.469660,2026-02-12
0.322250,2025-12-01
0.290068,2026-02-12
0.216378,2025-12-04
0.061416,2025-12-10
0.002697,2025-08-18
0.029941,2025-12-02
0.391339,2025-11-24
0.086951,2025-11-17
0.125131,2025-08-29
0.209287,2025-12-16
0.460898,2025-11-02
0.333639,2026-02-04
0.313124,2025-12-21
0.202904,2026-01-24
0.419066,2025-12-15
0.388344,2025-12-31
0.298786,2025-09-20
0.327711,2025-09-05
0.281782,2026-02-01
0.231340,2025-09-26
0.326101,2026-01-19
0.478267,2026-02-09
0.429088,2025-08-30
0.378601,2026-01-22
0.254462,2026-01-06
0.449960,2025-10-08
0.009634,2025-09-30
0.221042,2025-10-30
0.259267,2025-11-03
0.048905,2026-01-24
0.495328,2025-08-31
0.075082,2026-01-27
0.301623,2025-12-01
0.339214,2025-11-17
0.422835,2025-09-10
0.420929,2025-11-04
0.190759,2025-11-26
0.026123,2025-09-17
0.412352,2025-08-22
0.464482,2025-10-11
0.068321,2025-12-05
0.359484,2025-10-30
0.455555,2025-11-02
0.397311,2025-12-13
0.346974,2026-01-15
0.275090,2025-08-23
0.135934,2025-12-01
0.276853,2025-11-29
0.294988,2025-10-28
0.210127,2025-11-30
0.123522,2026-01-17
0.378855,2025-08-23
0.441582,2025-11-20
0.254977,2026-02-04
0.432085,2025-10-21
0.401328,2025-09-29
0.440259,2025-11-25
0.107220,2025-10-10
0.334212,2025-11-26
0.315606,2025-12-20
0.351212,2025-12-05
0.064164,2025-10-09
0.040105,2025-12-01
0.294745,2025-10-05
0.398292,2025-10-18
0.053351,2025-12-09
0.142986,2025-09-02
0.408108,2025-11-03
0.437521,2026-01-24
0.113430,2025-12-31
0.202065,2026-02-07
0.075669,2026-01-12
0.096663,2025-12-06
0.247505,2025-10-21
0.422308,2026-01-11
0.030616,2026-01-23
0.201245,2025-11-28
0.477421,2026-01-24
0.393841,2025-11-22
0.018287,2025-10-04
0.377110,2026-01-01
0.179196,2025-11-11
0.034471,2026-01-19
0.429970,2025-09-07
0.279508,2026-01-07
0.096035,2025-08-25
0.088477,2025-09-13
0.011101,2025-12-31
0.066324,2025-11-01
0.086866,2025-12-01
0.195912,2026-02-08
0.113320,2025-11-26
0.032413,2025-10-08
0.154179,2025-12-25
0.479656,2025-12-31
0.215405,2025-12-26
0.126153,2025-09-15
0.354409,2025-10-21
0.150877,2026-01-14
0.382749,2025-09-25
0.481761,2025-11-06
0.414506,2025-12-31
0.342739,2025-12-28
0.278338,2025-10-15
0.044252,2025-10-30
0.272558,2025-09-05
0.040214,2026-01-04
0.175125,2026-01-13
0.163008,2025-11-21
0.405301,2025-11-24
0.415159,2026-01-01
0.096209,2025-10-05
0.349167,2025-09-08
0.449872,2025-09-27
0.315286,2025-08-24
0.411170,2025-09-26
0.278281,2025-12-16
0.092241,2026-01-25
0.494337,2025-10-20
0.065582,2025-11-15
0.461306,2025-08-18
0.322391,2025-09-28
0.457722,2025-12-15
0.219204,2025-10-13
0.108612,2025-08-19
0.379807,2026-01-11
0.220534,2025-09-24
0.286908,2025-12-09
0.091177,2025-08-24
0.375140,2025-09-26
0.468180,2025-12-15
0.086642,2025-12-15
0.320160,2025-12-18
0.478975,2026-01-03
0.479338,2025-09-01
0.397332,2025-10-22
0.083634,2026-02-01
0.274968,2025-11-11
0.378599,2025-10-03
0.180610,2026-01-03
0.422906,2025-09-17
0.061764,2025-09-01
0.416818,2026-02-05
0.328545,2026-01-16
0.450864,2026-02-09
0.006437,2025-12-02
0.137754,2025-11-27
0.152350,2026-01-17
0.353380,2026-01-01
0.111984,2025-12-27
0.030330,2026-01-05
0.477005,2026-01-06
0.345670,2025-09-25
0.334745,2025-11-07
0.462935,2025-10-04
0.027858,2025-12-22
0.492200,2025-11-25
0.385945,2025-09-12
0.133539,2026-01-13
0.424117,2025-12-17
0.179288,2025-11-25
0.496983,2025-08-18
0.269019,2025-10-03
0.434956,2026-01-22
0.342632,2025-12-09
0.086594,2026-01-12
0.199389,2026-02-03
0.010103,2025-09-01
0.294636,2025-11-19
0.151817,2025-09-11
0.361316,2026-02-12
0.362076,2025-09-30
0.410091,2026-02-08
0.105092,2025-11-23
0.405012,2025-08-17
0.329029,2026-01-24
0.049124,2025-12-20
0.181365,2025-09-30
0.316407,2025-12-30
0.101689,2025-11-05
0.391297,2025-09-19
0.000332,2025-10-24
0.164358,2026-01-20
0.379411,2025-12-05
0.157727,2026-02-08
0.071535,2025-10-06
0.074092,2025-08-22
0.197000,2025-12-05
0.432814,2025-08-30
0.485484,2025-09-29
0.107732,2025-12-11
0.327419,2025-10-17
0.298398,2026-01-10
0.095496,2025-11-10
0.128103,2025-12-07
0.084958,2025-10-23
0.279865,2025-11-18
0.422399,2025-08-26
0.468247,2025-10-28
0.285563,2025-10-20
0.228536,2025-12-29
0.470819,2026-01-05
0.048610,2025-12-20
0.130483,2025-11-28
0.044652,2025-12-12
0.030695,2025-12-27
0.380134,2025-09-28
0.470454,2026-01-21
0.181988,2025-10-25
0.315778,2026-01-05
0.412953,2026-01-19
0.194096,2026-01-21
0.392676,2025-12-24
0.189562,2025-10-08
0.408103,2025-12-22
0.292460,2025-11-05
0.157656,2025-11-29
0.344140,2025-10-03
0.206919,2026-01-27
0.057725,2026-01-11
0.337942,2025-11-14
0.175157,2025-08-30
0.481377,2025-09-07
0.409260,2025-09-02
0.471345,2025-11-14
0.317333,2025-12-23
0.351528,2025-12-28
0.111411,2026-01-21
0.474178,2025-12-25
0.348786,2025-09-27
0.293373,2025-09-13
0.104033,2025-10-23
0.178015,2025-12-09
0.146092,2025-12-23
0.168568,2025-10-30
0.046880,2026-01-18
0.160070,2026-02-06
0.460265,2025-12-14
0.221032,2025-11-18
0.112588,2026-02-06
0.271698,2025-11-07
0.408554,2025-08-19
0.367073,2025-10-19
0.172544,2025-09-07
0.282309,2026-02-04
0.062737,2025-12-27
0.142034,2025-09-04
0.161149,2026-02-11
0.381899,2025-10-07
0.226749,2025-11-21
0.017251,2025-10-15
0.177874,2025-12-26
0.008258,2025-09-15
0.106402,2025-12-13
0.046901,2026-01-29
0.380496,2025-12-13
0.446049,2025-08-27
0.436379,2026-02-11
0.362241,2026-01-20
0.350601,2025-11-20
0.190401,2025-12-24
0.183517,2025-10-06
0.238697,2026-01-22
0.273331,2025-09-29
0.061504,2025-12-20
0.006694,2025-11-02
0.408969,2026-02-01
0.072421,2026-01-17
0.135800,2025-10-03
0.342917,2025-08-17
0.206164,2025-12-14
0.108823,2025-11-09
0.146709,2026-01-19
0.290210,2025-11-04
0.438028,2025-12-23
0.378167,2025-10-19
0.448466,2025-09-03
0.399780,2025-10-22
0.126461,2026-01-14
0.416146,2025-09-28
0.131096,2026-01-25
0.490843,2026-02-04
0.346195,2026-01-24
0.075250,2025-11-21
0.448443,2026-01-02
0.339649,2025-11-17
0.274408,2025-09-07
0.430808,2025-11-17
0.097864,2025-09-25
0.481493,2025-10-05
0.045470,2025-10-22
0.452682,2025-08-23
0.495110,2026-01-21
0.350200,2026-01-28
0.077757,2025-10-10
0.374074,2025-12-19
0.125777,2026-02-05
0.385254,2025-12-31
0.230133,2026-01-06
0.218608,2025-12-28
0.493873,2026-01-20
0.314600,2025-11-23
0.004802,2025-09-17
0.299900,2026-02-01
0.156742,2026-02-07
0.482725,2026-01-05
0.307533,2025-08-29
0.361691,2026-02-04
0.341955,2025-10-03
0.285311,2025-10-02
0.342189,2026-02-08
0.184207,2025-08-27
0.060609,2025-12-03
0.437181,2026-02-07
0.265513,2025-09-10
0.104163,2025-09-03
0.369681,2025-10-01
0.136387,2025-08-20
0.374934,2026-01-10
0.005798,2025-10-08
0.306610,2025-12-27
0.285943,2025-10-04
0.472230,2025-09-28
0.036266,2025-09-01
0.410329,2025-09-09
0.435569,2026-01-25
0.306511,2025-12-08
0.488200,2026-01-24
0.447076,2025-10-17
0.178277,2025-11-09
0.324850,2025-12-03
0.467139,2025-11-05
0.236614,2025-09-20
0.046360,2025-12-15
0.302467,2025-12-14
0.318832,2025-10-27
0.191386,2025-11-08
0.334872,2025-08-24
0.462555,2026-01-03
0.403869,2025-12-10
0.004868,2026-01-10
0.087636,2025-11-05
0.078233,2025-10-17
0.085901,2025-10-18
0.091038,2025-11-15
0.060455,2026-01-12
0.205290,2026-01-20
0.095488,2025-11-19
0.222671,2025-10-05
0.475076,2025-09-14
0.438536,2025-12-07
0.039289,2025-12-28
0.052702,2025-10-29
0.102428,2025-10-07
0.093320,2025-09-22
0.028910,2025-12-11
0.438695,2026-01-24
0.277367,2025-09-11
0.158727,2025-11-24
0.106443,2026-02-12
0.175175,2026-02-03
0.254275,2025-12-03
0.456884,2025-10-17
0.079586,2025-11-15
0.439606,2025-09-27
0.270332,2026-01-29
0.452913,2025-12-27
0.351410,2025-09-27
0.449973,2025-12-05
0.429027,2025-11-10
0.259654,2025-11-18
0.467468,2025-08-22
0.488074,2025-10-13
0.429005,2026-02-03
0.307057,2025-11-07
0.321002,2025-11-10
0.199045,2025-11-02
0.201819,2026-01-12
0.079540,2026-01-05
0.463171,2026-01-31
0.417945,2026-01-07
0.420793,2026-01-28
0.276996,2025-09-05
0.005953,2025-11-29
0.082607,2025-08-20
0.040972,2025-11-19
0.495419,2026-01-12
0.361775,2025-10-14
0.234495,2025-11-29
0.266987,2026-01-27
0.284699,2025-10-13
0.077233,2025-09-05
0.240292,2025-10-15
0.149908,2025-09-04
0.108499,2026-02-08
0.104244,2025-10-29
0.252160,2025-09-11
0.437231,2026-01-23
0.162584,2026-01-01
0.341884,2025-10-11
0.303776,2025-10-24
0.056205,2025-09-22
0.359189,2025-09-18
0.243763,2025-12-30
0.365767,2025-10-09
0.376031,2025-12-19
0.417447,2025-10-04
0.468919,2025-11-01
0.489273,2025-10-04
0.393480,2025-09-28
0.447698,2026-02-06
0.250696,2025-11-08
0.090351,2025-12-07
0.282817,2025-09-14
0.173900,2025-09-29
0.453256,2025-09-06
0.251562,2025-09-20
0.059285,2025-08-31
0.244215,2025-11-02
0.239228,2025-12-24
0.447314,2026-01-05
0.382948,2025-09-23
0.046135,2025-12-09
0.244067,2025-09-24
0.418560,2025-12-28
0.071075,2025-12-12
0.217065,2026-02-01
0.045562,2025-09-02
0.086225,2025-08-27
0.215699,2026-02-04
0.086384,2025-10-17
0.371709,2025-11-05
0.494244,2025-09-07
0.349096,2026-01-28
0.223902,2025-09-04
0.130063,2025-11-05
0.070065,2025-08-23
0.430417,2025-11-25
0.077593,2026-01-03
0.092200,2025-08-17
0.423654,2026-01-10
0.311944,2025-12-02
0.481868,2026-01-04
0.022028,2025-10-24
0.244192,2025-10-26
0.098103,2025-10-30
0.421695,2025-10-01
0.499175,2025-12-02
0.318137,2026-01-01
0.275230,2026-01-04
0.194857,2025-11-28
0.049674,2025-10-07
0.362197,2026-01-01
0.466464,2026-01-03
0.299084,2025-12-22
0.141565,2025-09-03
0.361102,2025-10-26
0.032375,2025-11-08
0.042467,2025-11-03
0.403986,2025-09-30
0.044480,2025-11-15
0.199378,2025-10-28
0.311598,2025-11-08
0.335214,2025-12-31
0.003142,2025-11-29
0.357099,2025-12-24
0.161911,2025-08-25
0.353467,2025-09-01
0.259934,2025-10-27
0.396862,2025-11-09
0.271165,2025-11-21
0.189793,2025-11-06
0.166741,2025-09-08
0.164450,2025-10-10
0.442305,2026-01-25
0.156817,2025-11-29
0.450171,2025-11-20
0.009079,2025-12-31
0.145004,2025-12-29
0.352458,2025-11-14
0.349755,2025-12-20
0.390339,2026-01-12
0.270135,2026-01-02
0.003355,2025-09-09
0.199926,2025-09-25
0.181860,2025-10-25
0.098819,2025-08-25
0.422732,2025-11-30
0.179349,2025-08-18
0.181895,2025-10-29
0.459409,2025-11-28
0.362420,2025-10-25
0.117598,2025-09-21
0.486641,2025-09-22
0.385123,2025-09-15
0.253572,2025-12-05
0.022179,2026-02-08
0.041521,2025-10-07
0.000536,2025-10-05
0.172375,2025-09-07
0.494284,2025-12-30
0.026405,2025-09-05
0.117981,2026-02-04
0.385922,2026-01-28
0.052865,2025-10-12
0.309346,2026-02-03
0.258170,2025-11-15
0.265423,2025-08-25
0.365793,2025-09-30
0.439232,2025-09-28
0.188247,2025-10-03
0.216554,2025-09-16
0.418670,2026-02-08
0.139900,2025-09-15
0.419849,2025-11-10
0.364769,2025-09-02
0.043943,2026-01-06
0.075655,2025-09-16
0.091843,2025-11-24
0.059265,2026-01-25
0.255448,2026-01-10
0.256091,2026-01-22
0.210586,2025-12-11
0.282728,2026-01-19
0.101207,2025-12-15
0.084670,2025-09-16
0.205943,2025-09-18
0.214216,2025-10-03
0.278493,2026-01-11
0.076042,2025-09-10
0.455814,2025-11-14
0.388231,2025-10-15
0.183529,2025-11-15
0.227241,2025-10-17
0.141104,2025-09-02
0.191919,2026-01-07
0.303817,2025-09-30
0.189251,2025-10-11
0.387946,2025-08-28
0.142480,2025-11-06
0.135859,2026-01-28
0.378468,2025-12-21
0.385046,2025-10-07
0.203901,2025-12-20
0.256374,2025-11-28
0.366629,2025-12-09
0.499314,2026-01-29
0.207787,2025-12-26
0.431439,2025-12-02
0.071351,2025-10-01
0.324359,2025-09-07
0.398196,2025-11-30
0.043127,2025-11-28
0.455459,2025-10-19
0.268273,2026-01-23
0.492810,2025-10-02
0.100809,2025-12-15
0.103680,2025-09-28
0.496738,2026-01-20
0.333561,2025-12-27
0.233814,2025-08-19
0.208682,2025-09-14
0.141430,2025-11-22
0.268750,2025-08-20
0.181812,2026-01-30
0.033784,2025-09-05
0.018319,2025-11-03
0.095027,2025-12-11
0.309724,2025-10-20
0.403487,2025-09-24
0.062267,2026-01-17
0.310331,2025-11-23
0.428406,2025-12-27
0.127121,2026-01-26
0.212777,2025-10-20
0.157414,2025-08-25
0.009173,2025-11-04
0.461683,2026-02-04
0.002210,2025-12-29
0.438538,2025-09-20
0.311183,2025-12-29
0.174724,2025-09-28
0.234574,2025-11-12
0.283614,2025-12-26
0.058368,2025-09-07
0.037455,2026-02-11
0.014933,2025-10-08
0.325995,2025-12-30
0.469617,2026-02-09
0.064975,2025-11-18
0.152130,2025-11-26
0.254006,2025-12-01
0.308966,2025-12-16
0.180560,2025-11-09
0.464693,2025-09-26
0.165274,2025-09-25
0.309165,2026-01-22
0.027986,2025-11-23
0.251295,2025-08-17
0.366457,2025-09-25
0.199576,2026-02-09
0.433249,2025-09-06
0.193006,2025-11-14
0.399543,2025-09-17
0.436877,2025-08-30
0.248334,2025-09-24
0.106425,2026-02-07
0.112164,2025-09-04
0.402734,2025-10-04
